category,subcategory,name,raw_price,brand,brand_url,variation_0_color,variation_1_color,variation_0_thumbnail,variation_0_image,variation_1_thumbnail,variation_1_image,image_url,url,id,currency,price
kids,Pregnancy brass,Pure pregnancy brass,,,,Pink,Beige,https://imgaz1.chiccdn.com/thumb/list_grid/oaupload/newchic/images/EE/D6/33c336b7-9b75-4ef2-9e93-dbad349f5a66.jpg,https://imgaz1.chiccdn.com/thumb/view/oaupload/newchic/images/EE/D6/33c336b7-9b75-4ef2-9e93-dbad349f5a66.jpg,https://imgaz1.chiccdn.com/thumb/list_grid/oaupload/newchic/images/93/AE/a54eb549-a75f-46fe-84bc-526ab50ea4e1.jpg,https://imgaz1.chiccdn.com/thumb/view/oaupload/newchic/images/93/AE/a54eb549-a75f-46fe-84bc-526ab50ea4e1.jpg,https://imgaz1.chiccdn.com/thumb/view/oaupload/newchic/images/11/EF/b4f2b033-c426-41c2-9b2d-d07b371e943b.jpg,https://fr.newchic.com/maternity-bra-4855/p-1315172.html,1315172,INR,3030.4
kids,Pants and skirts,Boheme Flower Flower Combination,,,,Orange,,https://imgaz1.chiccdn.com/thumb/list_grid/oaupload/newchic/images/6F/0A/98109920-bc9a-4d12-a4b2-7c6d0970cbb6.jpg,https://imgaz1.chiccdn.com/thumb/view/oaupload/newchic/images/6F/0A/98109920-bc9a-4d12-a4b2-7c6d0970cbb6.jpg,,,https://imgaz1.chiccdn.com/thumb/view/oaupload/newchic/images/6F/0A/98109920-bc9a-4d12-a4b2-7c6d0970cbb6.jpg,https://fr.newchic.com/girls-bottoms-4671/p-1300717.html,1300717,INR,4850.400000000001
kids,Dresses,2pcs princess girl's flower dress for 1-7y,,,,Blue,Wine Red,https://imgaz1.chiccdn.com/thumb/list_grid/oaupload/ser1/newchic/images/72/AF/3bc544a2-0929-460d-bd26-37e0b8aad31a.jpg,https://imgaz1.chiccdn.com/thumb/view/oaupload/ser1/newchic/images/72/AF/3bc544a2-0929-460d-bd26-37e0b8aad31a.jpg,https://imgaz1.chiccdn.com/thumb/list_grid/oaupload/ser1/newchic/images/90/A7/b5ea36fb-c124-496c-89dd-933d12d51625.jpg,https://imgaz1.chiccdn.com/thumb/view/oaupload/ser1/newchic/images/90/A7/b5ea36fb-c124-496c-89dd-933d12d51625.jpg,https://imgaz1.chiccdn.com/thumb/view/oaupload/ser1/newchic/images/90/A7/b5ea36fb-c124-496c-89dd-933d12d51625.jpg,https://fr.newchic.com/dresses-4670/p-1624942.html,1624942,INR,6467.200000000001
kids,Dresses,Girls Gray Dress Pleisson for 4Y-15Y,,,,Pink,,https://imgaz1.chiccdn.com/thumb/list_grid/oaupload/newchic/images/BD/88/25e71953-9af2-4ff6-a353-8b308d12802e.jpg,https://imgaz1.chiccdn.com/thumb/view/oaupload/newchic/images/BD/88/25e71953-9af2-4ff6-a353-8b308d12802e.jpg,,,https://imgaz1.chiccdn.com/thumb/view/oaupload/newchic/images/26/10/117b0972-0658-453f-a141-3b059c9e4c1d.jpg,https://fr.newchic.com/dresses-4670/p-1347579.html,1347579,INR,9904.0
kids,Dresses,Girls Sling Sun Print Dress Cute for 2-9y,,,,Yellow,,https://imgaz1.chiccdn.com/thumb/list_grid/oaupload/newchic/images/18/03/0c6e99b1-c67d-43bb-9cc5-7f6422e09cc9.jpg,https://imgaz1.chiccdn.com/thumb/view/oaupload/newchic/images/18/03/0c6e99b1-c67d-43bb-9cc5-7f6422e09cc9.jpg,,,https://imgaz1.chiccdn.com/thumb/view/oaupload/newchic/images/18/03/0c6e99b1-c67d-43bb-9cc5-7f6422e09cc9.jpg,https://fr.newchic.com/dresses-4670/p-1525806.html,1525806,INR,3030.4
kids,Dresses,Matching flowery gorge dress,,,,,,,,,,https://imgaz1.chiccdn.com/thumb/view/oaupload/newchic/images/05/B5/e9d63ee4-cb58-410b-a5ed-d78eaf496071.jpg,https://fr.newchic.com/dresses-4670/p-1365953.html,1365953,INR,3199.2000000000003
kids,Brooms and combinations,Baitowed comic book,,,,#01,#02,https://imgaz1.chiccdn.com/thumb/list_grid/oaupload/ser1/newchic/images/04/A5/de2b0bf3-06d4-47ee-866d-62866033e182.jpg,https://imgaz1.chiccdn.com/thumb/view/oaupload/ser1/newchic/images/04/A5/de2b0bf3-06d4-47ee-866d-62866033e182.jpg,https://imgaz1.chiccdn.com/thumb/list_grid/oaupload/ser1/newchic/images/44/4A/fa13a919-40cc-4f3d-81dc-0e044e1011c3.jpg,https://imgaz1.chiccdn.com/thumb/view/oaupload/ser1/newchic/images/44/4A/fa13a919-40cc-4f3d-81dc-0e044e1011c3.jpg,https://imgaz1.chiccdn.com/thumb/view/oaupload/ser1/newchic/images/28/9D/decbd813-c0ee-40bd-bfc3-cca29559e09d.jpg,https://fr.newchic.com/rompers-and-bodysuits-4702/p-1604676.html,1604676,INR,3636.8
kids,Pants and skirts,Dot Design Girls combinations for 2y-11y,,,,Black,,https://imgaz1.chiccdn.com/thumb/list_grid/oaupload/newchic/images/F2/1E/47eb2ecc-8d7e-4414-9658-00a7a8d4c4f9.jpg,https://imgaz1.chiccdn.com/thumb/view/oaupload/newchic/images/F2/1E/47eb2ecc-8d7e-4414-9658-00a7a8d4c4f9.jpg,,,https://imgaz1.chiccdn.com/thumb/view/oaupload/newchic/images/6C/20/17ae0180-48e8-4d12-9485-8846486e1f8b.jpg,https://fr.newchic.com/girls-bottoms-4671/p-1281655.html,1281655,INR,5254.400000000001
kids,Swimwear,Set of 3 -year -old swimwear for 4 years old - 13 years old,,,,Sky blue,Green,https://imgaz1.chiccdn.com/thumb/list_grid/oaupload/newchic/images/83/47/cf92553b-f75d-4c67-8a2f-09f468b7b5ec.jpg,https://imgaz1.chiccdn.com/thumb/view/oaupload/newchic/images/83/47/cf92553b-f75d-4c67-8a2f-09f468b7b5ec.jpg,https://imgaz1.chiccdn.com/thumb/list_grid/oaupload/newchic/images/A0/6B/0f90028c-604b-4977-9e60-d6472afcdf7e.jpg,https://imgaz1.chiccdn.com/thumb/view/oaupload/newchic/images/A0/6B/0f90028c-604b-4977-9e60-d6472afcdf7e.jpg,https://imgaz1.chiccdn.com/thumb/view/oaupload/newchic/images/04/DD/24b24e9c-39c7-4620-94dd-c4f91be6d653.jpg,https://fr.newchic.com/girls-swimwear-5242/p-1333626.html,1333626,INR,4850.400000000001
kids,Customs & Co-Ords,Vendor sets for all-little boys for 3-11 years,,,,Black,,https://imgaz1.chiccdn.com/thumb/list_grid/oaupload/newchic/images/6C/77/ce307051-d9c5-49f2-8d8e-67e0047e63bb.jpeg,https://imgaz1.chiccdn.com/thumb/view/oaupload/newchic/images/6C/77/ce307051-d9c5-49f2-8d8e-67e0047e63bb.jpeg,,,https://imgaz1.chiccdn.com/thumb/view/oaupload/newchic/images/EF/9E/50bd5196-e6c6-4501-98a6-7e0a663840fb.jpg,https://fr.newchic.com/boys-clothing-set-4935/p-1279496.html,1279496,INR,4648.0
kids,Tops & T-shirt,T-shirt printed crocodile for 2-8 years,,,,dark blue,,https://imgaz1.chiccdn.com/thumb/list_grid/oaupload/newchic/images/B7/92/f811284a-b5cc-408d-aec8-72da285ea60d.jpg,https://imgaz1.chiccdn.com/thumb/view/oaupload/newchic/images/B7/92/f811284a-b5cc-408d-aec8-72da285ea60d.jpg,,,https://imgaz1.chiccdn.com/thumb/view/oaupload/newchic/images/B7/92/f811284a-b5cc-408d-aec8-72da285ea60d.jpg,https://fr.newchic.com/kids-tops-and-t-shirt-4606/p-1664939.html,1664939,INR,1518.4
kids,Pregnancy brass,Flexible breathable cotton pregnancy brass,,,,Gray1,Coffee,https://imgaz1.chiccdn.com/thumb/list_grid/oaupload/newchic/images/A2/11/68501721-cd76-4f81-8b43-de52f7d4c629.jpg,https://imgaz1.chiccdn.com/thumb/view/oaupload/newchic/images/A2/11/68501721-cd76-4f81-8b43-de52f7d4c629.jpg,https://imgaz1.chiccdn.com/thumb/list_grid/oaupload/newchic/images/B1/A9/20890982-4304-4509-8447-1abe393b1430.jpg,https://imgaz1.chiccdn.com/thumb/view/oaupload/newchic/images/B1/A9/20890982-4304-4509-8447-1abe393b1430.jpg,https://imgaz1.chiccdn.com/thumb/view/oaupload/newchic/images/04/AE/f02bc82b-4e55-4698-94e0-e04ee0ad7ae1.jpg,https://fr.newchic.com/maternity-bra-4855/p-1358567.html,1358567,INR,2828.0
kids,Dresses,Princess dress unicorn girl for 3-13 years old,,,,YELLOW,Purple,https://imgaz1.chiccdn.com/thumb/list_grid/oaupload/newchic/images/DF/17/7237c535-a079-4827-9d60-bdaeb36e7612.jpg,https://imgaz1.chiccdn.com/thumb/view/oaupload/newchic/images/DF/17/7237c535-a079-4827-9d60-bdaeb36e7612.jpg,https://imgaz1.chiccdn.com/thumb/list_grid/oaupload/newchic/images/2A/CF/0db94595-de68-468e-8e9a-db33a6079a7f.jpg,https://imgaz1.chiccdn.com/thumb/view/oaupload/newchic/images/2A/CF/0db94595-de68-468e-8e9a-db33a6079a7f.jpg,https://imgaz1.chiccdn.com/thumb/view/oaupload/newchic/images/2A/CF/0db94595-de68-468e-8e9a-db33a6079a7f.jpg,https://fr.newchic.com/dresses-4670/p-1448500.html,1448500,INR,5860.8
kids,Tops & T-shirt,T-shirt for Dinosaur Garçon for 2-10 years,,,,Green,Blue,https://imgaz1.chiccdn.com/thumb/list_grid/oaupload/newchic/images/18/FE/aa09dd74-068e-4083-8ab8-dc9030eee606.jpg,https://imgaz1.chiccdn.com/thumb/view/oaupload/newchic/images/18/FE/aa09dd74-068e-4083-8ab8-dc9030eee606.jpg,https://imgaz1.chiccdn.com/thumb/list_grid/oaupload/newchic/images/96/55/10dcd6bc-21ff-497d-a693-5970a28d1083.jpg,https://imgaz1.chiccdn.com/thumb/view/oaupload/newchic/images/96/55/10dcd6bc-21ff-497d-a693-5970a28d1083.jpg,https://imgaz1.chiccdn.com/thumb/view/oaupload/newchic/images/96/55/10dcd6bc-21ff-497d-a693-5970a28d1083.jpg,https://fr.newchic.com/kids-tops-and-t-shirt-4606/p-1664940.html,1664940,INR,2323.2
kids,Costume and skirt,Sunflower printing set for girls for 1-7 years,,,,Yellow,,https://imgaz1.chiccdn.com/thumb/list_grid/oaupload/newchic/images/8F/AC/4c759553-1fad-4b82-929b-d2735a7f17df.jpg,https://imgaz1.chiccdn.com/thumb/view/oaupload/newchic/images/8F/AC/4c759553-1fad-4b82-929b-d2735a7f17df.jpg,,,https://imgaz1.chiccdn.com/thumb/view/oaupload/newchic/images/8F/AC/4c759553-1fad-4b82-929b-d2735a7f17df.jpg,https://fr.newchic.com/girls-clothing-sets-4934/p-1674344.html,1674344,INR,2958.3999999999996
kids,Pajamas,Garçon Raye Dinosaur pajamas for 1 to 7 years old,,,,Gray,,https://imgaz1.chiccdn.com/thumb/list_grid/oaupload/newchic/images/DD/7A/662ea2a9-0bb1-42f7-9e1b-ad97d108b8e8.jpg,https://imgaz1.chiccdn.com/thumb/view/oaupload/newchic/images/DD/7A/662ea2a9-0bb1-42f7-9e1b-ad97d108b8e8.jpg,,,https://imgaz1.chiccdn.com/thumb/view/oaupload/newchic/images/DD/7A/662ea2a9-0bb1-42f7-9e1b-ad97d108b8e8.jpg,https://fr.newchic.com/pajamas-6169/p-1662735.html,1662735,INR,2798.3999999999996
kids,Dresses,2-8 year old girl dress,,,,white,,https://imgaz1.chiccdn.com/thumb/list_grid/oaupload/newchic/images/A8/B1/b53622a9-21d5-40db-a723-fd50253ed416.jpeg,https://imgaz1.chiccdn.com/thumb/view/oaupload/newchic/images/A8/B1/b53622a9-21d5-40db-a723-fd50253ed416.jpeg,,,https://imgaz1.chiccdn.com/thumb/view/oaupload/newchic/images/A8/B1/b53622a9-21d5-40db-a723-fd50253ed416.jpeg,https://fr.newchic.com/dresses-4670/p-1268210.html,1268210,INR,5658.400000000001
kids,Flats & Loafers,Unisex children comfy breathing soft sole,,,,White,Red,https://imgaz1.chiccdn.com/thumb/list_grid/oaupload/newchic/images/35/1D/f3436359-7cd6-466e-a5aa-41d8587e8c94.jpg,https://imgaz1.chiccdn.com/thumb/view/oaupload/newchic/images/35/1D/f3436359-7cd6-466e-a5aa-41d8587e8c94.jpg,https://imgaz1.chiccdn.com/thumb/list_grid/oaupload/newchic/images/82/0C/d36837d3-0426-48e8-8f14-7ab6b94289cd.jpg,https://imgaz1.chiccdn.com/thumb/view/oaupload/newchic/images/82/0C/d36837d3-0426-48e8-8f14-7ab6b94289cd.jpg,https://imgaz1.chiccdn.com/thumb/view/oaupload/newchic/images/B9/92/48d2c82a-983c-4100-a810-0ab5f32fa474.jpg,https://fr.newchic.com/flats-and-loafers-12120/p-1694703.html,1694703,INR,3279.2000000000003
kids,Dresses,Flower girl straps dress for 1 to 7 years,,,,red,,https://imgaz1.chiccdn.com/thumb/list_grid/oaupload/newchic/images/6C/03/82dfd16a-685a-405d-a84e-542ec09fab1d.JPG,https://imgaz1.chiccdn.com/thumb/view/oaupload/newchic/images/6C/03/82dfd16a-685a-405d-a84e-542ec09fab1d.JPG,,,https://imgaz1.chiccdn.com/thumb/view/oaupload/newchic/images/C4/EC/b526836a-69cb-4e81-8770-54903e0c3d23.jpg,https://fr.newchic.com/dresses-4670/p-1447479.html,1447479,INR,4041.6000000000004
kids,Sandals,Unisex Kids Classic Tie-Dye Hole Garden Water Clog Shoes,,,,Pink,White,https://imgaz1.chiccdn.com/thumb/list_grid/oaupload/newchic/images/26/C4/ff5804cc-9866-4fbf-a0ac-bd9c633dc8aa.jpg,https://imgaz1.chiccdn.com/thumb/view/oaupload/newchic/images/26/C4/ff5804cc-9866-4fbf-a0ac-bd9c633dc8aa.jpg,https://imgaz1.chiccdn.com/thumb/list_grid/oaupload/newchic/images/18/9E/c7bbd5ae-5d54-4259-b3b2-1be51aaeecce.jpg,https://imgaz1.chiccdn.com/thumb/view/oaupload/newchic/images/18/9E/c7bbd5ae-5d54-4259-b3b2-1be51aaeecce.jpg,https://imgaz1.chiccdn.com/thumb/view/oaupload/newchic/images/58/0A/e801e7a2-2b52-4e6b-b2c4-0271d45192d1.jpg,https://fr.newchic.com/sandals-12132/p-1704681.html,1704681,INR,1907.2
kids,Pregnancy brass,Breastfeeding bras,,,,Pink,Black,https://imgaz1.chiccdn.com/thumb/list_grid/oaupload/ser1/newchic/images/45/87/45e29575-4f80-47e7-84fe-d3b4461e55ad.jpg,https://imgaz1.chiccdn.com/thumb/view/oaupload/ser1/newchic/images/45/87/45e29575-4f80-47e7-84fe-d3b4461e55ad.jpg,https://imgaz1.chiccdn.com/thumb/list_grid/oaupload/ser1/newchic/images/1D/A2/7a6e3eb0-c163-4464-a912-5e9486f4f97f.jpg,https://imgaz1.chiccdn.com/thumb/view/oaupload/ser1/newchic/images/1D/A2/7a6e3eb0-c163-4464-a912-5e9486f4f97f.jpg,https://imgaz1.chiccdn.com/thumb/view/oaupload/ser1/newchic/images/69/EF/576ae464-457c-471f-b69d-a47b4f870471.jpg,https://fr.newchic.com/maternity-bra-4855/p-1573105.html,1573105,INR,3839.2000000000003
kids,Costume and skirt,Flying vests and pants for girls for 1-7 years,,,,Blue,,https://imgaz1.chiccdn.com/thumb/list_grid/oaupload/newchic/images/D8/6E/475d5c13-b4e7-472f-b7d8-bf345eb1aaa2.jpg,https://imgaz1.chiccdn.com/thumb/view/oaupload/newchic/images/D8/6E/475d5c13-b4e7-472f-b7d8-bf345eb1aaa2.jpg,,,https://imgaz1.chiccdn.com/thumb/view/oaupload/newchic/images/D8/6E/475d5c13-b4e7-472f-b7d8-bf345eb1aaa2.jpg,https://fr.newchic.com/girls-clothing-sets-4934/p-1663289.html,1663289,INR,2958.3999999999996
kids,Pregnancy brass,Comfortable maternity breastfeeding bra,,,,Pink,Naked,https://imgaz1.chiccdn.com/thumb/list_grid/oaupload/newchic/images/9C/A5/1996e026-7288-4be8-aa7d-2086f6bbe4a4.JPG,https://imgaz1.chiccdn.com/thumb/view/oaupload/newchic/images/9C/A5/1996e026-7288-4be8-aa7d-2086f6bbe4a4.JPG,https://imgaz1.chiccdn.com/thumb/list_grid/oaupload/newchic/images/57/B6/e99ed24e-edf5-4852-b064-359c350773f1.JPG,https://imgaz1.chiccdn.com/thumb/view/oaupload/newchic/images/57/B6/e99ed24e-edf5-4852-b064-359c350773f1.JPG,https://imgaz1.chiccdn.com/thumb/view/oaupload/newchic/images/9C/A5/1996e026-7288-4be8-aa7d-2086f6bbe4a4.JPG,https://fr.newchic.com/maternity-bra-4855/p-1443170.html,1443170,INR,2828.0
kids,Brooms and combinations,Hot and velvet sleeping bag for 0-24m,,,,White,,https://imgaz1.chiccdn.com/thumb/list_grid/oaupload/newchic/images/66/41/7e962a05-9c75-438f-b265-f943b97f2c28.jpg,https://imgaz1.chiccdn.com/thumb/view/oaupload/newchic/images/66/41/7e962a05-9c75-438f-b265-f943b97f2c28.jpg,,,https://imgaz1.chiccdn.com/thumb/view/oaupload/newchic/images/9C/79/29cf0ec8-56f3-4ff2-ab21-ef1c023e00d1.jpg,https://fr.newchic.com/rompers-and-bodysuits-4702/p-1527773.html,1527773,INR,4243.2
kids,Dresses,Soft Cotton Dress in 2y-11y cotton,,,,gray,Marine,https://imgaz1.chiccdn.com/thumb/list_grid/oaupload/newchic/images/E4/3F/a5d2975e-7682-4f3b-8622-0eaed354e6fd.jpg,https://imgaz1.chiccdn.com/thumb/view/oaupload/newchic/images/E4/3F/a5d2975e-7682-4f3b-8622-0eaed354e6fd.jpg,https://imgaz1.chiccdn.com/thumb/list_grid/oaupload/newchic/images/26/E0/3a8ccd61-46db-4b68-8e22-8593cf1f7b51.jpg,https://imgaz1.chiccdn.com/thumb/view/oaupload/newchic/images/26/E0/3a8ccd61-46db-4b68-8e22-8593cf1f7b51.jpg,https://imgaz1.chiccdn.com/thumb/view/oaupload/newchic/images/26/E0/3a8ccd61-46db-4b68-8e22-8593cf1f7b51.jpg,https://fr.newchic.com/dresses-4670/p-1308299.html,1308299,INR,5456.799999999999
kids,Boot shoes,Causal shoes with unisex breathable hooks,,,,Dark blue,red,https://imgaz1.chiccdn.com/thumb/list_grid/oaupload/newchic/images/F3/83/8be11bef-6c91-4ce9-a7c0-4bfef9432c16.jpg,https://imgaz1.chiccdn.com/thumb/view/oaupload/newchic/images/F3/83/8be11bef-6c91-4ce9-a7c0-4bfef9432c16.jpg,https://imgaz1.chiccdn.com/thumb/list_grid/oaupload/newchic/images/EC/8A/02f7437e-0504-44ea-a2aa-df10c5d8f7c1.jpg,https://imgaz1.chiccdn.com/thumb/view/oaupload/newchic/images/EC/8A/02f7437e-0504-44ea-a2aa-df10c5d8f7c1.jpg,https://imgaz1.chiccdn.com/thumb/view/oaupload/newchic/images/2E/17/cc190f21-e64e-4070-b813-f0657a7448d6.jpg,https://fr.newchic.com/boys-shoes-4572/p-1364081.html,1364081,INR,4089.6
kids,Jackets & jackets,Drilling jacket printed in denim for 1 to 15 years old,,,,dark blue,,https://imgaz1.chiccdn.com/thumb/list_grid/oaupload/ser1/newchic/images/34/AC/a8d3700e-f57e-41f5-a3d7-7989472f0576.png,https://imgaz1.chiccdn.com/thumb/view/oaupload/ser1/newchic/images/34/AC/a8d3700e-f57e-41f5-a3d7-7989472f0576.png,,,https://imgaz1.chiccdn.com/thumb/view/oaupload/ser1/newchic/images/34/AC/a8d3700e-f57e-41f5-a3d7-7989472f0576.png,https://fr.newchic.com/girls-outerwear-and-coats-4672/p-1540202.html,1540202,INR,6063.200000000001
kids,Tops,3D t-shirt printed for 1-9 year old children,,,,1,2,https://imgaz1.chiccdn.com/thumb/list_grid/oaupload/newchic/images/01/09/fc8defde-775e-44ac-bba6-9c68b17915ca.jpg,https://imgaz1.chiccdn.com/thumb/view/oaupload/newchic/images/01/09/fc8defde-775e-44ac-bba6-9c68b17915ca.jpg,https://imgaz1.chiccdn.com/thumb/list_grid/oaupload/newchic/images/23/A5/b366607b-202c-4b6c-a2e7-ae4d86d70616.jpg,https://imgaz1.chiccdn.com/thumb/view/oaupload/newchic/images/23/A5/b366607b-202c-4b6c-a2e7-ae4d86d70616.jpg,https://imgaz1.chiccdn.com/thumb/view/oaupload/newchic/images/6C/CB/28b3a50c-3d96-464c-b37a-162215b3557c.jpg,https://fr.newchic.com/tops-and-t-shirt-4669/p-1284915.html,1284915,INR,3435.2
kids,Costume and skirt,Floral clothing sets for 2-9 years,,,,Pink,Blue,https://imgaz1.chiccdn.com/thumb/list_grid/oaupload/newchic/images/C6/4E/df2d18ba-7bc5-4df0-99da-9a0293ff67c9.jpg,https://imgaz1.chiccdn.com/thumb/view/oaupload/newchic/images/C6/4E/df2d18ba-7bc5-4df0-99da-9a0293ff67c9.jpg,https://imgaz1.chiccdn.com/thumb/list_grid/oaupload/newchic/images/D3/C2/d2c47071-3a50-44d4-8f3f-876abfe436fe.jpg,https://imgaz1.chiccdn.com/thumb/view/oaupload/newchic/images/D3/C2/d2c47071-3a50-44d4-8f3f-876abfe436fe.jpg,https://imgaz1.chiccdn.com/thumb/view/oaupload/newchic/images/32/77/26f5c160-4191-46b5-aad2-c3693beba4af.jpg,https://fr.newchic.com/girls-clothing-sets-4934/p-1430893.html,1430893,INR,4445.6
kids,Pregnancy brass,Pregnancy,,,,white,Pink,https://imgaz1.chiccdn.com/thumb/list_grid/oaupload/newchic/images/B7/9C/72fc3d7f-8306-4ce7-9da3-f3cbdce7d93a.jpg,https://imgaz1.chiccdn.com/thumb/view/oaupload/newchic/images/B7/9C/72fc3d7f-8306-4ce7-9da3-f3cbdce7d93a.jpg,https://imgaz1.chiccdn.com/thumb/list_grid/oaupload/newchic/images/4E/DC/9f54ce16-5e05-4dcd-bcee-dc8fd3a0dc10.jpg,https://imgaz1.chiccdn.com/thumb/view/oaupload/newchic/images/4E/DC/9f54ce16-5e05-4dcd-bcee-dc8fd3a0dc10.jpg,https://imgaz1.chiccdn.com/thumb/view/oaupload/newchic/images/C9/8B/12517c3c-61fc-43b2-a789-319f4c214541.jpg,https://fr.newchic.com/maternity-bra-4855/p-1348110.html,1348110,INR,2020.0
